"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Sex","Microorganism","Isolated","Percent"
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Acinetobacter spp.",13,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Acinetobacter spp.",13,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Escherichia coli",19,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Escherichia coli",19,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecalis",7,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecalis",7,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecium",16,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecium",16,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Klebsiella pneumoniae",28,36
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Klebsiella pneumoniae",28,64
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Pseudomonas aeruginosa",5,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Pseudomonas aeruginosa",5,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Staphylococcus aureus",47,38
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Staphylococcus aureus",47,62
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Streptococcus pneumoniae",7,NA
2016,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Streptococcus pneumoniae",7,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Acinetobacter spp.",10,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Acinetobacter spp.",10,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Escherichia coli",21,38
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Escherichia coli",21,62
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecalis",12,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecalis",12,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecium",6,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecium",6,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Klebsiella pneumoniae",29,31
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Klebsiella pneumoniae",29,69
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Pseudomonas aeruginosa",14,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Pseudomonas aeruginosa",14,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Staphylococcus aureus",36,44
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Staphylococcus aureus",36,56
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Streptococcus pneumoniae",4,NA
2017,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Streptococcus pneumoniae",4,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Acinetobacter spp.",14,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Acinetobacter spp.",14,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Escherichia coli",29,41
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Escherichia coli",29,59
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecalis",5,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecalis",5,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecium",6,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecium",6,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Klebsiella pneumoniae",22,27
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Klebsiella pneumoniae",22,73
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Pseudomonas aeruginosa",11,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Pseudomonas aeruginosa",11,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Staphylococcus aureus",41,56
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Staphylococcus aureus",41,44
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Streptococcus pneumoniae",7,NA
2018,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Streptococcus pneumoniae",7,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Acinetobacter spp.",32,34
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Acinetobacter spp.",32,66
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Escherichia coli",24,42
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Escherichia coli",24,58
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecalis",9,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecalis",9,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecium",8,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecium",8,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Klebsiella pneumoniae",23,48
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Klebsiella pneumoniae",23,52
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Pseudomonas aeruginosa",16,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Pseudomonas aeruginosa",16,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Staphylococcus aureus",43,30
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Staphylococcus aureus",43,70
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Streptococcus pneumoniae",4,NA
2019,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Streptococcus pneumoniae",4,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Acinetobacter spp.",37,24
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Acinetobacter spp.",37,76
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Escherichia coli",20,60
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Escherichia coli",20,40
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecalis",15,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecalis",15,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecium",5,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecium",5,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Klebsiella pneumoniae",29,28
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Klebsiella pneumoniae",29,72
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Pseudomonas aeruginosa",11,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Pseudomonas aeruginosa",11,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Staphylococcus aureus",31,32
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Staphylococcus aureus",31,68
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Streptococcus pneumoniae",3,NA
2020,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Streptococcus pneumoniae",3,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Acinetobacter spp.",57,23
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Acinetobacter spp.",57,77
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Escherichia coli",7,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Escherichia coli",7,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecalis",29,31
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecalis",29,69
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecium",13,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecium",13,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Klebsiella pneumoniae",32,25
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Klebsiella pneumoniae",32,75
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Pseudomonas aeruginosa",16,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Pseudomonas aeruginosa",16,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Staphylococcus aureus",33,36
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Staphylococcus aureus",33,64
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Streptococcus pneumoniae",4,NA
2021,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Streptococcus pneumoniae",4,NA
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Acinetobacter spp.",39,36
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Acinetobacter spp.",39,64
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Escherichia coli",24,50
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Escherichia coli",24,50
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecalis",44,32
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecalis",44,68
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Enterococcus faecium",12,NA
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Enterococcus faecium",12,NA
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Klebsiella pneumoniae",38,29
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Klebsiella pneumoniae",38,71
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Pseudomonas aeruginosa",17,NA
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Pseudomonas aeruginosa",17,NA
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Staphylococcus aureus",49,31
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Staphylococcus aureus",49,69
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Female","Streptococcus pneumoniae",2,NA
2022,"Montenegro","MNE",499,42.6884145,18.0740227,"Male","Streptococcus pneumoniae",2,NA
