"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Sex","Microorganism","Isolated","Percent"
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Acinetobacter spp.",53,42
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Acinetobacter spp.",53,58
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Escherichia coli",3640,54
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Escherichia coli",3640,46
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Enterococcus faecalis",424,30
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Enterococcus faecalis",424,70
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Enterococcus faecium",311,38
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Enterococcus faecium",311,62
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Klebsiella pneumoniae",673,38
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Klebsiella pneumoniae",673,62
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Pseudomonas aeruginosa",388,34
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Pseudomonas aeruginosa",388,66
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Staphylococcus aureus",1359,33
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Staphylococcus aureus",1359,67
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Streptococcus pneumoniae",581,45
2012,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Streptococcus pneumoniae",581,55
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Acinetobacter spp.",54,41
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Acinetobacter spp.",54,59
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Escherichia coli",3994,53
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Escherichia coli",3994,47
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Enterococcus faecalis",469,33
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Enterococcus faecalis",469,67
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Enterococcus faecium",327,38
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Enterococcus faecium",327,62
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Female","Klebsiella pneumoniae",708,40
2013,"Switzerland","CHE",756,46.8074891,6.904963,"Male","Klebsiella pneumoniae",708,60
