"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Sex","Microorganism","Isolated","Percent"
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",0,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",0,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",4,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",4,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",0,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",0,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",1,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",1,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",13,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",13,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",8,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",8,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",6,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",6,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",0,NA
2015,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",0,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",7,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",7,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",9,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",9,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",2,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",2,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",0,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",0,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",35,37
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",35,63
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",6,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",6,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",11,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",11,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",2,NA
2016,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",2,NA
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",35,26
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",35,43
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",27,11
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",27,37
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",21,0
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",21,24
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",3,NA
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",3,NA
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",58,12
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",58,41
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",16,NA
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",16,NA
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",38,29
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",38,26
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",3,NA
2017,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",3,NA
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",47,40
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",47,51
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",56,36
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",56,64
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",12,NA
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",12,NA
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",4,NA
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",4,NA
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",82,37
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",82,60
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",23,39
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",23,57
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",68,46
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",68,49
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",3,NA
2018,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",3,NA
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",97,37
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",97,52
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",82,46
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",82,50
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",17,NA
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",17,NA
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",3,NA
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",3,NA
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",165,33
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",165,42
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",65,26
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",65,49
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",159,37
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",159,45
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",8,NA
2019,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",8,NA
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",164,42
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",164,55
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",134,49
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",134,46
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",42,38
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",42,60
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",9,NA
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",9,NA
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",210,44
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",210,50
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",56,27
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",56,59
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",180,34
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",180,59
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",7,NA
2020,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",7,NA
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",216,41
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",216,56
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",85,51
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",85,48
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",34,44
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",34,56
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",31,48
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",31,42
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",194,41
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",194,52
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",57,33
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",57,61
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",161,38
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",161,59
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",13,NA
2021,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",13,NA
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Acinetobacter spp.",211,39
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Acinetobacter spp.",211,60
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Escherichia coli",206,61
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Escherichia coli",206,39
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecalis",74,42
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecalis",74,54
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Enterococcus faecium",33,33
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Enterococcus faecium",33,67
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Klebsiella pneumoniae",202,40
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Klebsiella pneumoniae",202,59
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Pseudomonas aeruginosa",63,30
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Pseudomonas aeruginosa",63,65
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Staphylococcus aureus",332,37
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Staphylococcus aureus",332,61
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Female","Streptococcus pneumoniae",54,52
2022,"Georgia","GEO",268,42.2946627,40.7171627,"Male","Streptococcus pneumoniae",54,46
