"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Sex","Microorganism","Isolated","Percent"
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Acinetobacter spp.",32,16
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Acinetobacter spp.",32,41
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Escherichia coli",11,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Escherichia coli",11,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Enterococcus faecalis",31,16
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Enterococcus faecalis",31,42
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Enterococcus faecium",12,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Enterococcus faecium",12,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Klebsiella pneumoniae",30,40
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Klebsiella pneumoniae",30,43
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Pseudomonas aeruginosa",9,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Pseudomonas aeruginosa",9,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Staphylococcus aureus",22,32
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Staphylococcus aureus",22,50
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Streptococcus pneumoniae",6,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Streptococcus pneumoniae",6,NA
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Acinetobacter spp.",29,31
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Acinetobacter spp.",29,69
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Escherichia coli",18,NA
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Escherichia coli",18,NA
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Enterococcus faecalis",29,34
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Enterococcus faecalis",29,66
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Enterococcus faecium",8,NA
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Enterococcus faecium",8,NA
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Klebsiella pneumoniae",38,47
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Male","Klebsiella pneumoniae",38,53
2018,"Ukraine","UKR",804,48.2222311,25.8991113,"Female","Pseudomonas aeruginosa",10,NA
