"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Department","Microorganism","Isolated","Percent"
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Acinetobacter spp.",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Acinetobacter spp.",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Escherichia coli",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Escherichia coli",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Enterococcus faecalis",3,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Enterococcus faecalis",3,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Enterococcus faecium",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Enterococcus faecium",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Klebsiella pneumoniae",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Klebsiella pneumoniae",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Pseudomonas aeruginosa",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Pseudomonas aeruginosa",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Staphylococcus aureus",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Staphylococcus aureus",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Streptococcus pneumoniae",0,NA
2016,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Streptococcus pneumoniae",0,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Emergency department","Acinetobacter spp.",32,13
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Haematology or oncology","Acinetobacter spp.",32,0
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Infectious disease ward","Acinetobacter spp.",32,3
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Acinetobacter spp.",32,19
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Internal medicine","Acinetobacter spp.",32,0
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Other","Acinetobacter spp.",32,28
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Paediatrics or neonatal","Acinetobacter spp.",32,9
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Paediatrics or neonatal intensive care unit","Acinetobacter spp.",32,13
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Surgery","Acinetobacter spp.",32,13
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Urology","Acinetobacter spp.",32,0
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Emergency department","Escherichia coli",11,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Haematology or oncology","Escherichia coli",11,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Infectious disease ward","Escherichia coli",11,NA
2017,"Ukraine","UKR",804,48.2222311,25.8991113,"Intensive care unit","Escherichia coli",11,NA
