"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Klebsiella pneumoniae",23,4
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Klebsiella pneumoniae",23,61
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Klebsiella pneumoniae",23,9
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Klebsiella pneumoniae",23,4
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Staphylococcus aureus",35,3
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Staphylococcus aureus",35,63
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Staphylococcus aureus",35,9
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Staphylococcus aureus",35,17
2013,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Acinetobacter spp.",61,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Acinetobacter spp.",61,70
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Acinetobacter spp.",61,2
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Acinetobacter spp.",61,21
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Escherichia coli",32,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Escherichia coli",32,56
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Escherichia coli",32,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Escherichia coli",32,41
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Enterococcus faecalis",21,5
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Enterococcus faecalis",21,62
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Enterococcus faecalis",21,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Enterococcus faecalis",21,33
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Klebsiella pneumoniae",95,5
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Klebsiella pneumoniae",95,66
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Klebsiella pneumoniae",95,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Klebsiella pneumoniae",95,25
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Pseudomonas aeruginosa",29,10
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Pseudomonas aeruginosa",29,76
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Pseudomonas aeruginosa",29,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Pseudomonas aeruginosa",29,14
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Staphylococcus aureus",107,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Staphylococcus aureus",107,80
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Staphylococcus aureus",107,2
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Staphylococcus aureus",107,15
2014,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Acinetobacter spp.",64,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Acinetobacter spp.",64,69
2015,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Acinetobacter spp.",64,2
2015,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Acinetobacter spp.",64,20
2015,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Escherichia coli",43,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"20_64","Escherichia coli",43,53
2015,"Russian Federation","RUS",643,55.751244,37.618423,"5_19","Escherichia coli",43,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,">= 65","Escherichia coli",43,42
2015,"Russian Federation","RUS",643,55.751244,37.618423,"0_4","Enterococcus faecalis",20,0
