"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Department","Microorganism","Isolated","Percent"
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Klebsiella pneumoniae",23,74
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Klebsiella pneumoniae",23,0
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Klebsiella pneumoniae",23,4
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Klebsiella pneumoniae",23,0
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Klebsiella pneumoniae",23,13
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Klebsiella pneumoniae",23,9
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Staphylococcus aureus",35,34
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Staphylococcus aureus",35,0
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Staphylococcus aureus",35,34
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Staphylococcus aureus",35,0
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Staphylococcus aureus",35,0
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Staphylococcus aureus",35,29
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Acinetobacter spp.",61,79
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Acinetobacter spp.",61,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Acinetobacter spp.",61,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Acinetobacter spp.",61,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Acinetobacter spp.",61,2
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Acinetobacter spp.",61,10
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Acinetobacter spp.",61,2
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Escherichia coli",32,53
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Escherichia coli",32,9
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Escherichia coli",32,25
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Escherichia coli",32,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Escherichia coli",32,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Escherichia coli",32,9
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Escherichia coli",32,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Enterococcus faecalis",21,33
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecalis",21,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecalis",21,38
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Enterococcus faecalis",21,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecalis",21,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecalis",21,24
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Enterococcus faecalis",21,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Klebsiella pneumoniae",95,62
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Klebsiella pneumoniae",95,1
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Klebsiella pneumoniae",95,8
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Klebsiella pneumoniae",95,1
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Klebsiella pneumoniae",95,5
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Klebsiella pneumoniae",95,17
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Klebsiella pneumoniae",95,4
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Pseudomonas aeruginosa",29,59
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Pseudomonas aeruginosa",29,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Pseudomonas aeruginosa",29,17
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Pseudomonas aeruginosa",29,0
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Pseudomonas aeruginosa",29,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Pseudomonas aeruginosa",29,10
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Pseudomonas aeruginosa",29,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Staphylococcus aureus",107,50
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Staphylococcus aureus",107,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Staphylococcus aureus",107,24
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Staphylococcus aureus",107,2
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Staphylococcus aureus",107,2
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Staphylococcus aureus",107,16
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Staphylococcus aureus",107,3
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Acinetobacter spp.",64,59
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Acinetobacter spp.",64,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Acinetobacter spp.",64,11
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Acinetobacter spp.",64,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Acinetobacter spp.",64,20
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Acinetobacter spp.",64,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Escherichia coli",43,51
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Escherichia coli",43,2
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Escherichia coli",43,19
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Escherichia coli",43,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Escherichia coli",43,19
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Escherichia coli",43,2
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Enterococcus faecalis",20,50
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecalis",20,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecalis",20,20
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecalis",20,5
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecalis",20,5
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Enterococcus faecalis",20,5
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Enterococcus faecium",15,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecium",15,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecium",15,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecium",15,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecium",15,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Enterococcus faecium",15,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Klebsiella pneumoniae",105,56
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Klebsiella pneumoniae",105,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Klebsiella pneumoniae",105,7
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Klebsiella pneumoniae",105,4
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Klebsiella pneumoniae",105,16
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Klebsiella pneumoniae",105,3
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Pseudomonas aeruginosa",29,76
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Pseudomonas aeruginosa",29,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Pseudomonas aeruginosa",29,10
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Pseudomonas aeruginosa",29,3
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Pseudomonas aeruginosa",29,7
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Pseudomonas aeruginosa",29,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Staphylococcus aureus",71,41
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Staphylococcus aureus",71,3
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Staphylococcus aureus",71,32
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Staphylococcus aureus",71,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Staphylococcus aureus",71,18
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Staphylococcus aureus",71,0
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Emergency department","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Streptococcus pneumoniae",0,NA
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Acinetobacter spp.",76,7
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Intensive care unit","Acinetobacter spp.",76,34
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Acinetobacter spp.",76,13
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Acinetobacter spp.",76,4
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal","Acinetobacter spp.",76,5
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Acinetobacter spp.",76,1
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Acinetobacter spp.",76,28
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Acinetobacter spp.",76,1
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Escherichia coli",54,6
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Intensive care unit","Escherichia coli",54,22
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Escherichia coli",54,15
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Escherichia coli",54,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal","Escherichia coli",54,15
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Escherichia coli",54,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Escherichia coli",54,28
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Escherichia coli",54,6
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecalis",27,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Intensive care unit","Enterococcus faecalis",27,22
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecalis",27,30
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Enterococcus faecalis",27,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal","Enterococcus faecalis",27,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecalis",27,4
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecalis",27,37
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Enterococcus faecalis",27,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Enterococcus faecium",21,19
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Intensive care unit","Enterococcus faecium",21,19
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Enterococcus faecium",21,14
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Enterococcus faecium",21,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal","Enterococcus faecium",21,5
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Enterococcus faecium",21,10
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Enterococcus faecium",21,29
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Enterococcus faecium",21,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Klebsiella pneumoniae",123,5
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Intensive care unit","Klebsiella pneumoniae",123,33
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Klebsiella pneumoniae",123,12
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Klebsiella pneumoniae",123,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal","Klebsiella pneumoniae",123,7
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Klebsiella pneumoniae",123,2
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Klebsiella pneumoniae",123,32
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Urology","Klebsiella pneumoniae",123,4
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Haematology or oncology","Pseudomonas aeruginosa",43,21
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Intensive care unit","Pseudomonas aeruginosa",43,21
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Internal medicine","Pseudomonas aeruginosa",43,12
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Obstetrics or gynaecology","Pseudomonas aeruginosa",43,0
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal","Pseudomonas aeruginosa",43,7
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Paediatrics or neonatal intensive care unit","Pseudomonas aeruginosa",43,2
2016,"Russian Federation","RUS",643,55.751244,37.618423,"Surgery","Pseudomonas aeruginosa",43,28
