"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Sex","Microorganism","Isolated","Percent"
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Acinetobacter spp.",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Escherichia coli",13,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Enterococcus faecalis",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Enterococcus faecium",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Klebsiella pneumoniae",23,48
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Klebsiella pneumoniae",23,52
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Pseudomonas aeruginosa",6,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Staphylococcus aureus",35,51
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Staphylococcus aureus",35,49
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Streptococcus pneumoniae",0,NA
2013,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Acinetobacter spp.",61,44
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Acinetobacter spp.",61,52
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Escherichia coli",32,47
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Escherichia coli",32,53
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Enterococcus faecalis",21,29
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Enterococcus faecalis",21,71
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Enterococcus faecium",14,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Klebsiella pneumoniae",95,35
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Klebsiella pneumoniae",95,62
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Pseudomonas aeruginosa",29,45
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Pseudomonas aeruginosa",29,52
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Staphylococcus aureus",107,49
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Staphylococcus aureus",107,50
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Streptococcus pneumoniae",0,NA
2014,"Russian Federation","RUS",643,55.751244,37.618423,"Male","Streptococcus pneumoniae",0,NA
2015,"Russian Federation","RUS",643,55.751244,37.618423,"Female","Acinetobacter spp.",64,28
