"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Sex","Microorganism","Isolated","Percent"
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Acinetobacter spp.",1,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Acinetobacter spp.",1,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Escherichia coli",6,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Escherichia coli",6,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Enterococcus faecalis",4,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Enterococcus faecalis",4,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Enterococcus faecium",0,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Enterococcus faecium",0,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Klebsiella pneumoniae",3,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Klebsiella pneumoniae",3,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Pseudomonas aeruginosa",0,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Pseudomonas aeruginosa",0,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Staphylococcus aureus",15,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Staphylococcus aureus",15,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Streptococcus pneumoniae",0,NA
2017,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Streptococcus pneumoniae",0,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Acinetobacter spp.",1,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Acinetobacter spp.",1,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Escherichia coli",11,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Escherichia coli",11,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Enterococcus faecalis",2,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Enterococcus faecalis",2,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Enterococcus faecium",3,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Enterococcus faecium",3,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Klebsiella pneumoniae",6,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Klebsiella pneumoniae",6,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Pseudomonas aeruginosa",2,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Pseudomonas aeruginosa",2,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Staphylococcus aureus",17,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Staphylococcus aureus",17,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Female","Streptococcus pneumoniae",1,NA
2018,"Armenia","ARM",51,40.0652382,43.7214127,"Male","Streptococcus pneumoniae",1,NA
