"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Sex","Microorganism","Isolated","Percent"
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Acinetobacter spp.",182,36
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Acinetobacter spp.",182,64
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Escherichia coli",176,62
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Escherichia coli",176,37
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecalis",56,43
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecalis",56,57
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecium",17,NA
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecium",17,NA
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Klebsiella pneumoniae",177,40
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Klebsiella pneumoniae",177,60
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Pseudomonas aeruginosa",71,41
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Pseudomonas aeruginosa",71,59
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Staphylococcus aureus",160,38
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Staphylococcus aureus",160,61
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Streptococcus pneumoniae",22,45
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Streptococcus pneumoniae",22,55
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Acinetobacter spp.",157,41
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Acinetobacter spp.",157,59
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Escherichia coli",219,63
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Escherichia coli",219,37
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecalis",58,34
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecalis",58,66
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecium",37,38
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecium",37,62
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Klebsiella pneumoniae",154,34
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Klebsiella pneumoniae",154,66
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Pseudomonas aeruginosa",61,38
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Pseudomonas aeruginosa",61,62
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Staphylococcus aureus",180,42
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Staphylococcus aureus",180,57
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Streptococcus pneumoniae",22,50
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Streptococcus pneumoniae",22,50
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Acinetobacter spp.",124,39
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Acinetobacter spp.",124,61
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Escherichia coli",195,63
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Escherichia coli",195,37
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecalis",71,41
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecalis",71,59
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecium",41,37
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecium",41,63
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Klebsiella pneumoniae",152,45
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Klebsiella pneumoniae",152,55
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Pseudomonas aeruginosa",57,46
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Pseudomonas aeruginosa",57,54
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Staphylococcus aureus",158,40
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Staphylococcus aureus",158,60
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Streptococcus pneumoniae",33,48
2017,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Streptococcus pneumoniae",33,52
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Acinetobacter spp.",141,43
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Acinetobacter spp.",141,57
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Escherichia coli",250,59
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Escherichia coli",250,41
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecalis",93,39
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecalis",93,61
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Enterococcus faecium",48,35
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Enterococcus faecium",48,65
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Klebsiella pneumoniae",207,43
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Klebsiella pneumoniae",207,57
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Pseudomonas aeruginosa",79,43
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Pseudomonas aeruginosa",79,57
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Female","Staphylococcus aureus",228,32
2018,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"Male","Staphylococcus aureus",228,68
