"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Acinetobacter spp.",182,23
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Acinetobacter spp.",182,45
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Acinetobacter spp.",182,3
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Acinetobacter spp.",182,25
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Escherichia coli",176,10
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Escherichia coli",176,40
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Escherichia coli",176,1
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Escherichia coli",176,42
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Enterococcus faecalis",56,32
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Enterococcus faecalis",56,29
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Enterococcus faecalis",56,4
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Enterococcus faecalis",56,30
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Enterococcus faecium",17,NA
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Enterococcus faecium",17,NA
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Enterococcus faecium",17,NA
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Enterococcus faecium",17,NA
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Klebsiella pneumoniae",177,17
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Klebsiella pneumoniae",177,31
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Klebsiella pneumoniae",177,2
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Klebsiella pneumoniae",177,28
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Pseudomonas aeruginosa",71,17
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Pseudomonas aeruginosa",71,42
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Pseudomonas aeruginosa",71,3
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Pseudomonas aeruginosa",71,38
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Staphylococcus aureus",160,6
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Staphylococcus aureus",160,50
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Staphylococcus aureus",160,4
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Staphylococcus aureus",160,38
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Streptococcus pneumoniae",22,9
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Streptococcus pneumoniae",22,32
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Streptococcus pneumoniae",22,18
2015,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Streptococcus pneumoniae",22,23
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Acinetobacter spp.",157,15
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Acinetobacter spp.",157,50
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Acinetobacter spp.",157,3
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Acinetobacter spp.",157,31
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Escherichia coli",219,14
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Escherichia coli",219,41
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"5_19","Escherichia coli",219,2
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,">= 65","Escherichia coli",219,41
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"0_4","Enterococcus faecalis",58,16
2016,"Bosnia and Herzegovina","BIH",70,43.8895425,15.0358947,"20_64","Enterococcus faecalis",58,43
