"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"0_4","Acinetobacter spp.",150,12
2012,"Belarus","BLR",112,53.6072823,22.6977661,"20_64","Acinetobacter spp.",150,43
2012,"Belarus","BLR",112,53.6072823,22.6977661,"5_19","Acinetobacter spp.",150,5
2012,"Belarus","BLR",112,53.6072823,22.6977661,">= 65","Acinetobacter spp.",150,16
2012,"Belarus","BLR",112,53.6072823,22.6977661,"0_4","Escherichia coli",36,8
2012,"Belarus","BLR",112,53.6072823,22.6977661,"20_64","Escherichia coli",36,31
2012,"Belarus","BLR",112,53.6072823,22.6977661,"5_19","Escherichia coli",36,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,">= 65","Escherichia coli",36,14
2012,"Belarus","BLR",112,53.6072823,22.6977661,"0_4","Enterococcus faecalis",53,6
2012,"Belarus","BLR",112,53.6072823,22.6977661,"20_64","Enterococcus faecalis",53,43
2012,"Belarus","BLR",112,53.6072823,22.6977661,"5_19","Enterococcus faecalis",53,6
2012,"Belarus","BLR",112,53.6072823,22.6977661,">= 65","Enterococcus faecalis",53,26
2012,"Belarus","BLR",112,53.6072823,22.6977661,"0_4","Enterococcus faecium",41,15
2012,"Belarus","BLR",112,53.6072823,22.6977661,"20_64","Enterococcus faecium",41,32
2012,"Belarus","BLR",112,53.6072823,22.6977661,"5_19","Enterococcus faecium",41,5
2012,"Belarus","BLR",112,53.6072823,22.6977661,">= 65","Enterococcus faecium",41,15
2012,"Belarus","BLR",112,53.6072823,22.6977661,"0_4","Klebsiella pneumoniae",80,4
2012,"Belarus","BLR",112,53.6072823,22.6977661,"20_64","Klebsiella pneumoniae",80,38
2012,"Belarus","BLR",112,53.6072823,22.6977661,"5_19","Klebsiella pneumoniae",80,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,">= 65","Klebsiella pneumoniae",80,20
2012,"Belarus","BLR",112,53.6072823,22.6977661,"0_4","Pseudomonas aeruginosa",20,10
2012,"Belarus","BLR",112,53.6072823,22.6977661,"20_64","Pseudomonas aeruginosa",20,30
2012,"Belarus","BLR",112,53.6072823,22.6977661,"5_19","Pseudomonas aeruginosa",20,5
2012,"Belarus","BLR",112,53.6072823,22.6977661,">= 65","Pseudomonas aeruginosa",20,5
