"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Microorganism","Antibiotic","Resistance"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Aminoglycosides","55.96"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Carbapenems","72.14"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Combined resistance (Carb + Fluo + Aminog)","45.63"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Fluoroquinolones","84.25"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Enterococcus faecalis","High-level gentamicin",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Enterococcus faecium","Vancomycin","2.5"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Aminoglycosides","57.58"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Aminopenicillins","88.89"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Carbapenems","0"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Combined resistance (3GCeph + Fluo + Aminog)","56.25"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Fluoroquinolones","68.57"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Third-generation cephalosporins","81.82"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Aminoglycosides","89.33"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Carbapenems","2.94"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Combined resistance (3GCeph + Fluo + Aminog)","84"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Fluoroquinolones","85"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Third-generation cephalosporins","92.41"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Aminoglycosides",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Carbapenems",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Ceftazidime",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Combined resistance (at least 3 among Pip-Tazo, Cefta, Carb, Fluo, Aminog)",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Fluoroquinolones","85"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Piperacillin-Tazobactam",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Staphylococcus aureus","MRSA","38.89"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Streptococcus pneumoniae","Combined penicillins (non-wild-type) and macrolides",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Streptococcus pneumoniae","Macrolides",NA
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Streptococcus pneumoniae","Penicillins (non-wild-type)",NA
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Aminoglycosides","60"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Carbapenems","90.1"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Combined resistance (Carb + Fluo + Aminog)","50"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Fluoroquinolones","88.71"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Enterococcus faecalis","High-level gentamicin",NA
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Enterococcus faecium","Vancomycin","16.13"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Aminoglycosides","50.88"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Aminopenicillins","83.33"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Carbapenems","5.36"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Combined resistance (3GCeph + Fluo + Aminog)","50"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Fluoroquinolones","67.27"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Escherichia coli","Third-generation cephalosporins","65.57"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Aminoglycosides","73.79"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Carbapenems","22.47"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Combined resistance (3GCeph + Fluo + Aminog)","69.12"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Fluoroquinolones","77.84"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Klebsiella pneumoniae","Third-generation cephalosporins","85.08"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Aminoglycosides","83.61"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Carbapenems","84.88"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Ceftazidime","77.11"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Combined resistance (at least 3 among Pip-Tazo, Cefta, Carb, Fluo, Aminog)","92.16"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Fluoroquinolones","82.56"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Pseudomonas aeruginosa","Piperacillin-Tazobactam","63.75"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Staphylococcus aureus","MRSA","55.27"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Streptococcus pneumoniae","Combined penicillins (non-wild-type) and macrolides",NA
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Streptococcus pneumoniae","Macrolides","25"
2013,"Belarus","BLR",112,53.6072823,22.6977661,"Streptococcus pneumoniae","Penicillins (non-wild-type)",NA
2014,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Aminoglycosides","60.08"
2014,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Carbapenems","91.38"
2014,"Belarus","BLR",112,53.6072823,22.6977661,"Acinetobacter spp.","Combined resistance (Carb + Fluo + Aminog)","54.5"
