"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Department","Microorganism","Isolated","Percent"
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Acinetobacter spp.",150,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Paediatrics or neonatal","Acinetobacter spp.",150,1
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Urology","Acinetobacter spp.",150,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Escherichia coli",36,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Paediatrics or neonatal","Escherichia coli",36,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Urology","Escherichia coli",36,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Enterococcus faecalis",53,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Paediatrics or neonatal","Enterococcus faecalis",53,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Urology","Enterococcus faecalis",53,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Enterococcus faecium",41,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Paediatrics or neonatal","Enterococcus faecium",41,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Urology","Enterococcus faecium",41,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Klebsiella pneumoniae",80,1
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Paediatrics or neonatal","Klebsiella pneumoniae",80,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Urology","Klebsiella pneumoniae",80,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Pseudomonas aeruginosa",20,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Paediatrics or neonatal","Pseudomonas aeruginosa",20,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Urology","Pseudomonas aeruginosa",20,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Staphylococcus aureus",43,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Paediatrics or neonatal","Staphylococcus aureus",43,0
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Urology","Staphylococcus aureus",43,2
2012,"Belarus","BLR",112,53.6072823,22.6977661,"Intensive care unit","Streptococcus pneumoniae",1,NA
