"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Age_group","Microorganism","Isolated","Percent"
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Acinetobacter spp.",2,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Acinetobacter spp.",2,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Escherichia coli",6,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Escherichia coli",6,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Enterococcus faecalis",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Enterococcus faecalis",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Enterococcus faecium",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Enterococcus faecium",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Klebsiella pneumoniae",6,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Klebsiella pneumoniae",6,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Pseudomonas aeruginosa",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Pseudomonas aeruginosa",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Staphylococcus aureus",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Staphylococcus aureus",0,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Streptococcus pneumoniae",4,NA
2021,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Streptococcus pneumoniae",4,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Acinetobacter spp.",4,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Acinetobacter spp.",4,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Escherichia coli",3,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Escherichia coli",3,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Enterococcus faecalis",0,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Enterococcus faecalis",0,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Enterococcus faecium",0,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Enterococcus faecium",0,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Klebsiella pneumoniae",0,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Klebsiella pneumoniae",0,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Pseudomonas aeruginosa",1,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Pseudomonas aeruginosa",1,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Staphylococcus aureus",5,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Staphylococcus aureus",5,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,"20_64","Streptococcus pneumoniae",0,NA
2022,"Kazakhstan","KAZ",398,46.065254,45.8664523,">= 65","Streptococcus pneumoniae",0,NA
