"Year","Region_name","Region_code_iso3","Region_code_numeric3","Lat","Lon","Department","Microorganism","Isolated","Percent"
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Haematology or oncology","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Infectious disease ward","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Intensive care unit","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Internal medicine","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Obstetrics or gynaecology","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Paediatrics or neonatal","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Paediatrics or neonatal intensive care unit","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Surgery","Acinetobacter spp.",17,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Haematology or oncology","Escherichia coli",50,8
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Infectious disease ward","Escherichia coli",50,4
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Intensive care unit","Escherichia coli",50,10
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Internal medicine","Escherichia coli",50,18
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Obstetrics or gynaecology","Escherichia coli",50,2
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Paediatrics or neonatal","Escherichia coli",50,4
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Paediatrics or neonatal intensive care unit","Escherichia coli",50,4
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Surgery","Escherichia coli",50,4
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Haematology or oncology","Enterococcus faecalis",18,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Infectious disease ward","Enterococcus faecalis",18,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Intensive care unit","Enterococcus faecalis",18,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Internal medicine","Enterococcus faecalis",18,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Obstetrics or gynaecology","Enterococcus faecalis",18,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Paediatrics or neonatal","Enterococcus faecalis",18,NA
2013,"North Macedonia","MKD",807,41.0939915,19.5953742,"Paediatrics or neonatal intensive care unit","Enterococcus faecalis",18,NA
