"DOI","Author","PubDate","ISO3","YCoord","XCoord","StartDate","EndDate","Species","SampleType","SampleOrigin","Method","Pathogens","Strain","Nsamples","Prev","NIsolates","Compound","ATC.Code","Rescom","Concg","Guidelines","Breakpoint","Remark","Class","WHO_MedImp"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"GEN","J01GB03",100,"10","CLSI",NA,NA,"Aminoglycosides","Critically important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"TOB","J01GB01",100,"10","CLSI",NA,NA,"Aminoglycosides","Critically important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"IPM","J01DH51",0,"10","CLSI",NA,NA,"Carbapenems","Critically important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"MEM","J01DH02",0,"10","CLSI",NA,NA,"Carbapenems","Critically important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"ERT","J01DH03",0,"10","CLSI",NA,NA,"Carbapenems","Critically important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"FEP","J01DE01",0,"30","CLSI",NA,NA,"2nd Generation Cephalosporin","Highly important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"CTX","J01DD01",0,"30","CLSI",NA,NA,"3rd Generation Cephalosporin","Critically important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"FOX","J01DC01",0,"30","CLSI",NA,NA,"Cephamycin","Highly important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"CAZ","J01DD02",0,"30","CLSI",NA,NA,"3rd Generation Cephalosporin","Critically important"
"10.4315/0362-028X.JFP-11-438","Samaxa",2011,"BWA",-24.63,25.92,"2008-01-15","2009-03-15","Cattle","Meat",NA,"VITEK2","Salmonella",NA,79,25,20,"CXM","J01DC02",100,"30","CLSI",NA,NA,"2nd Generation Cephalosporin","Highly important"
